time,vout,iout
1.26E-10,49.79,3.205
1.30E-10,50.91,3.321
1.33E-10,51.58,3.386
1.36E-10,52.57,3.483
1.41E-10,53.95,3.616
1.46E-10,55.38,3.756
1.54E-10,57.49,3.967
1.69E-10,61.44,4.388
1.89E-10,65.67,4.97
2.04E-10,68.36,5.421
2.14E-10,70.06,5.729
2.24E-10,71.69,6.038
2.44E-10,74.73,6.644
2.64E-10,77.55,7.254
2.84E-10,80.15,7.869
3.00E-10,82.07,8.359
3.02E-10,80.59,8.388
3.08E-10,78.91,8.422
3.20E-10,78.01,8.44
3.29E-10,77.27,8.455
3.45E-10,75.86,8.483
3.65E-10,74.01,8.52
3.85E-10,72.23,8.555
4.05E-10,70.5,8.59
4.25E-10,68.82,8.624
4.45E-10,67.19,8.656
4.65E-10,65.61,8.688
4.85E-10,64.08,8.718
5.05E-10,62.59,8.748
5.25E-10,61.15,8.777
5.45E-10,59.75,8.805
5.65E-10,58.4,8.832
5.85E-10,57.08,8.858
6.05E-10,55.77,8.885
6.25E-10,54.46,8.911
6.45E-10,53.17,8.937
6.65E-10,51.91,8.962
6.85E-10,50.7,8.986
7.05E-10,49.54,9.009
7.25E-10,48.42,9.032
7.45E-10,47.35,9.053
7.65E-10,46.32,9.074
7.85E-10,45.32,9.094
8.05E-10,44.37,9.113
8.25E-10,43.45,9.131
8.45E-10,42.56,9.149
8.65E-10,41.71,9.166
8.85E-10,40.89,9.182
9.05E-10,40.1,9.198
9.25E-10,39.34,9.213
9.45E-10,38.61,9.228
9.65E-10,37.91,9.242
9.85E-10,37.23,9.255
1.01E-09,36.58,9.268
1.03E-09,35.95,9.281
1.05E-09,35.35,9.293
1.07E-09,34.77,9.305
1.09E-09,34.21,9.316
1.11E-09,33.67,9.327
1.13E-09,33.15,9.337
1.15E-09,32.65,9.347
1.17E-09,32.17,9.357
1.19E-09,31.71,9.366
1.21E-09,31.26,9.375
1.23E-09,30.83,9.383
1.25E-09,30.41,9.392
1.27E-09,30.01,9.4
1.29E-09,29.63,9.407
1.31E-09,29.25,9.415
1.33E-09,28.9,9.422
1.35E-09,28.55,9.429
1.37E-09,28.22,9.436
1.39E-09,27.9,9.442
1.41E-09,27.59,9.448
1.43E-09,27.29,9.454
1.45E-09,27,9.46
1.47E-09,26.72,9.466
1.49E-09,26.45,9.471
1.51E-09,26.19,9.476
1.53E-09,25.94,9.481
1.55E-09,25.7,9.486
1.57E-09,25.46,9.491
1.59E-09,25.24,9.495
1.61E-09,25.02,9.5
1.63E-09,24.81,9.504
1.65E-09,24.61,9.508
1.67E-09,24.41,9.512
1.69E-09,24.22,9.516
1.71E-09,24.04,9.519
1.73E-09,23.86,9.523
1.75E-09,23.69,9.526
1.77E-09,23.52,9.53
1.79E-09,23.36,9.533
1.81E-09,23.21,9.536
1.83E-09,23.06,9.539
1.85E-09,22.91,9.542
1.87E-09,22.77,9.545
1.89E-09,22.64,9.547
1.91E-09,22.5,9.55
1.93E-09,22.38,9.552
1.95E-09,22.25,9.555
1.97E-09,22.13,9.557
1.99E-09,22.02,9.56
2.01E-09,21.91,9.562
2.03E-09,21.8,9.564
2.05E-09,21.69,9.566
2.07E-09,21.59,9.568
2.09E-09,21.49,9.57
2.11E-09,21.4,9.572
2.13E-09,21.31,9.574
2.15E-09,21.22,9.576
2.17E-09,21.13,9.577
2.19E-09,21.04,9.579
2.21E-09,20.96,9.581
2.23E-09,20.88,9.582
2.25E-09,20.81,9.584
2.27E-09,20.73,9.585
2.29E-09,20.66,9.587
2.31E-09,20.59,9.588
2.33E-09,20.52,9.59
2.35E-09,20.46,9.591
2.37E-09,20.39,9.592
2.39E-09,20.33,9.593
2.41E-09,20.27,9.595
2.43E-09,20.21,9.596
2.45E-09,20.15,9.597
2.47E-09,20.1,9.598
2.49E-09,20.04,9.599
2.51E-09,19.99,9.6
2.53E-09,19.94,9.601
2.55E-09,19.89,9.602
2.57E-09,19.84,9.603
2.59E-09,19.8,9.604
2.61E-09,19.75,9.605
2.63E-09,19.71,9.606
2.65E-09,19.67,9.607
2.67E-09,19.62,9.608
2.69E-09,19.58,9.608
2.71E-09,19.54,9.609
2.73E-09,19.51,9.61
2.75E-09,19.47,9.611
2.77E-09,19.43,9.611
2.79E-09,19.4,9.612
2.81E-09,19.36,9.613
2.83E-09,19.33,9.613
2.85E-09,19.3,9.614
2.87E-09,19.27,9.615
2.89E-09,19.24,9.615
2.91E-09,19.21,9.616
2.93E-09,19.18,9.616
2.95E-09,19.15,9.617
2.97E-09,19.12,9.618
2.99E-09,19.1,9.618
3.01E-09,19.07,9.619
3.03E-09,19.04,9.619
3.05E-09,19.02,9.62
3.07E-09,19,9.62
3.09E-09,18.97,9.621
3.11E-09,18.95,9.621
3.13E-09,18.93,9.621
3.15E-09,18.91,9.622
3.17E-09,18.88,9.622
3.19E-09,18.86,9.623
3.21E-09,18.84,9.623
3.23E-09,18.83,9.623
3.25E-09,18.81,9.624
3.27E-09,18.79,9.624
3.29E-09,18.77,9.625
3.31E-09,18.75,9.625
3.33E-09,18.74,9.625
3.35E-09,18.72,9.626
3.37E-09,18.7,9.626
3.39E-09,18.69,9.626
3.41E-09,18.67,9.627
3.43E-09,18.66,9.627
3.45E-09,18.64,9.627
3.47E-09,18.63,9.627
3.49E-09,18.62,9.628
3.51E-09,18.6,9.628
3.53E-09,18.59,9.628
3.55E-09,18.58,9.628
3.57E-09,18.57,9.629
3.59E-09,18.55,9.629
3.61E-09,18.54,9.629
3.63E-09,18.53,9.629
3.65E-09,18.52,9.63
3.67E-09,18.51,9.63
3.69E-09,18.5,9.63
3.71E-09,18.49,9.63
3.73E-09,18.48,9.63
3.75E-09,18.47,9.631
3.77E-09,18.46,9.631
3.79E-09,18.45,9.631
3.81E-09,18.44,9.631
3.83E-09,18.44,9.631
3.85E-09,18.43,9.631
3.87E-09,18.42,9.632
3.89E-09,18.41,9.632
3.91E-09,18.4,9.632
3.93E-09,18.4,9.632
3.95E-09,18.39,9.632
3.97E-09,18.38,9.632
3.99E-09,18.38,9.632
4.01E-09,18.37,9.633
4.03E-09,18.36,9.633
4.05E-09,18.36,9.633
4.07E-09,18.35,9.633
4.09E-09,18.35,9.633
4.11E-09,18.34,9.633
4.13E-09,18.34,9.633
4.15E-09,18.33,9.633
4.17E-09,18.33,9.633
4.19E-09,18.32,9.634
4.21E-09,18.32,9.634
4.23E-09,18.32,9.634
4.25E-09,18.31,9.634
4.27E-09,18.31,9.634
4.29E-09,18.3,9.634
4.31E-09,18.3,9.634
4.33E-09,18.3,9.634
4.35E-09,18.29,9.634
4.37E-09,18.29,9.634
4.39E-09,18.29,9.634
4.41E-09,18.29,9.634
4.43E-09,18.28,9.634
4.45E-09,18.28,9.634
4.47E-09,18.28,9.634
4.49E-09,18.28,9.634
4.51E-09,18.28,9.634
4.53E-09,18.27,9.635
4.55E-09,18.27,9.635
4.57E-09,18.27,9.635
4.59E-09,18.27,9.635
4.61E-09,18.27,9.635
4.63E-09,18.27,9.635
4.65E-09,18.27,9.635
4.67E-09,18.27,9.635
4.69E-09,18.27,9.635
4.71E-09,18.27,9.635
4.73E-09,18.27,9.635
4.75E-09,18.27,9.635
4.77E-09,18.27,9.635
4.79E-09,18.27,9.635
4.81E-09,18.27,9.635
4.83E-09,18.27,9.635
4.85E-09,18.27,9.635
4.87E-09,18.27,9.635
4.89E-09,18.27,9.635
4.91E-09,18.27,9.635
4.93E-09,18.27,9.635
4.95E-09,18.27,9.635
4.97E-09,18.27,9.635
4.99E-09,18.27,9.635
5.01E-09,18.27,9.635
5.03E-09,18.27,9.635
5.05E-09,18.27,9.635
5.07E-09,18.27,9.635
5.09E-09,18.27,9.635
5.11E-09,18.27,9.635
5.13E-09,18.27,9.635
5.15E-09,18.27,9.635
5.17E-09,18.27,9.635
5.19E-09,18.27,9.635
5.21E-09,18.27,9.635
5.23E-09,18.27,9.635
5.25E-09,18.27,9.635
5.27E-09,18.27,9.635
5.29E-09,18.27,9.635
5.30E-09,18.27,9.635
5.30E-09,16.59,9.602
5.31E-09,14.66,9.44
5.32E-09,14.45,8.942
5.34E-09,14.09,8.447
5.36E-09,13.59,7.79
5.38E-09,13.09,7.133
5.40E-09,12.59,6.477
5.42E-09,12.09,5.82
5.44E-09,11.59,5.164
5.46E-09,11.09,4.507
5.48E-09,10.58,3.85
5.50E-09,10.08,3.194
5.52E-09,9.575,2.537
5.54E-09,9.069,1.881
5.56E-09,8.59,1.262
5.58E-09,8.074,6.06E-01
5.60E-09,6.826,-3.56E-02
5.60E-09,6.196,-1.24E-01
5.60E-09,6.85,-1.37E-01
5.60E-09,7.321,-1.46E-01
5.60E-09,7.857,-1.57E-01
5.60E-09,7.884,-1.58E-01
5.61E-09,7.643,-1.53E-01
5.61E-09,7.234,-1.45E-01
5.61E-09,6.713,-1.34E-01
5.61E-09,6.099,-1.22E-01
5.61E-09,5.521,-1.10E-01
5.62E-09,4.744,-9.49E-02
5.62E-09,3.635,-7.27E-02
5.63E-09,2.41,-4.82E-02
5.63E-09,1.718,-3.44E-02
5.64E-09,1.231,-2.46E-02
5.65E-09,9.02E-01,-1.81E-02
5.65E-09,6.70E-01,-1.34E-02
5.66E-09,4.99E-01,-9.98E-03
5.66E-09,3.72E-01,-7.44E-03
5.67E-09,2.77E-01,-5.54E-03
5.67E-09,2.06E-01,-4.11E-03
5.68E-09,1.53E-01,-3.05E-03
5.68E-09,1.13E-01,-2.26E-03
5.69E-09,8.37E-02,-1.68E-03
5.69E-09,6.21E-02,-1.24E-03
5.70E-09,4.60E-02,-9.20E-04
5.70E-09,3.41E-02,-6.82E-04
5.71E-09,2.53E-02,-5.05E-04
5.72E-09,1.87E-02,-3.75E-04
5.72E-09,1.39E-02,-2.78E-04
5.73E-09,1.03E-02,-2.06E-04
5.73E-09,7.63E-03,-1.53E-04
5.74E-09,5.66E-03,-1.13E-04
5.74E-09,4.19E-03,-8.39E-05
5.75E-09,3.11E-03,-6.22E-05
5.75E-09,2.31E-03,-4.61E-05
5.76E-09,1.71E-03,-3.42E-05
5.76E-09,1.27E-03,-2.53E-05
5.77E-09,9.39E-04,-1.88E-05
5.77E-09,6.96E-04,-1.39E-05
5.78E-09,5.16E-04,-1.03E-05
5.79E-09,3.83E-04,-7.65E-06
5.79E-09,2.84E-04,-5.67E-06
5.80E-09,2.10E-04,-4.20E-06
5.80E-09,1.56E-04,-3.12E-06
5.81E-09,1.16E-04,-2.31E-06
5.81E-09,8.56E-05,-1.71E-06
5.82E-09,6.35E-05,-1.27E-06
5.82E-09,4.71E-05,-9.41E-07
5.83E-09,3.49E-05,-6.98E-07
5.83E-09,2.59E-05,-5.17E-07
5.84E-09,1.92E-05,-3.84E-07
5.84E-09,1.42E-05,-2.84E-07
5.85E-09,1.05E-05,-2.11E-07
5.86E-09,7.81E-06,-1.56E-07
5.86E-09,5.79E-06,-1.16E-07
5.87E-09,4.29E-06,-8.59E-08
5.87E-09,3.18E-06,-6.36E-08
5.88E-09,2.47E-06,-4.94E-08
5.88E-09,2.18E-06,-4.37E-08
5.88E-09,1.88E-06,-3.77E-08
5.88E-09,1.68E-06,-3.36E-08
5.89E-09,1.47E-06,-2.94E-08
5.89E-09,1.13E-06,-2.26E-08
5.89E-09,1.02E-06,-2.05E-08
5.90E-09,9.28E-07,-1.86E-08
5.90E-09,8.25E-07,-1.65E-08
5.90E-09,7.33E-07,-1.47E-08
5.90E-09,6.03E-07,-1.21E-08
5.91E-09,4.44E-07,-8.87E-09
5.91E-09,4.03E-07,-8.05E-09
5.91E-09,3.66E-07,-7.32E-09
5.92E-09,3.25E-07,-6.51E-09
5.92E-09,2.91E-07,-5.81E-09
5.92E-09,2.57E-07,-5.14E-09
5.92E-09,2.06E-07,-4.11E-09
5.93E-09,1.86E-07,-3.73E-09
5.93E-09,1.69E-07,-3.38E-09
5.93E-09,1.50E-07,-3.01E-09
5.93E-09,1.34E-07,-2.67E-09
5.94E-09,1.12E-07,-2.23E-09
5.94E-09,1.01E-07,-2.02E-09
5.94E-09,8.69E-08,-1.74E-09
5.94E-09,7.84E-08,-1.57E-09
5.95E-09,6.75E-08,-1.35E-09
5.95E-09,6.09E-08,-1.22E-09
5.95E-09,5.19E-08,-1.04E-09
5.96E-09,3.99E-08,-7.99E-10
5.96E-09,2.57E-08,-5.14E-10
5.97E-09,1.83E-08,-3.66E-10
5.97E-09,1.64E-08,-3.28E-10
5.97E-09,1.47E-08,-2.94E-10
5.98E-09,1.22E-08,-2.45E-10
5.98E-09,1.07E-08,-2.14E-10
5.98E-09,8.79E-09,-1.76E-10
5.99E-09,7.47E-09,-1.49E-10
5.99E-09,5.93E-09,-1.19E-10
6.00E-09,4.88E-09,-9.75E-11
6.00E-09,3.72E-09,-7.44E-11
6.02E-09,1.93E-09,-3.85E-11
6.04E-09,9.30E-10,-1.86E-11
6.06E-09,4.49E-10,-8.98E-12
6.08E-09,2.17E-10,-4.34E-12
6.10E-09,1.05E-10,-2.09E-12
6.12E-09,5.06E-11,-1.01E-12
6.14E-09,2.44E-11,-4.88E-13
6.16E-09,1.18E-11,-2.36E-13
6.18E-09,5.69E-12,-1.14E-13
6.20E-09,2.75E-12,-5.50E-14
6.22E-09,1.33E-12,-2.66E-14
6.24E-09,6.41E-13,-1.28E-14
6.26E-09,3.10E-13,-6.19E-15
6.28E-09,1.50E-13,-2.99E-15
6.30E-09,7.22E-14,-1.45E-15
6.32E-09,3.49E-14,-6.98E-16
6.34E-09,1.68E-14,-3.37E-16
6.36E-09,8.13E-15,-1.63E-16
6.38E-09,3.93E-15,-7.86E-17
6.40E-09,1.90E-15,-3.79E-17
6.42E-09,9.16E-16,-1.83E-17
6.44E-09,4.42E-16,-8.85E-18
6.46E-09,2.14E-16,-4.27E-18
6.48E-09,1.03E-16,-2.06E-18
6.50E-09,4.98E-17,-9.97E-19
6.52E-09,2.41E-17,-4.81E-19
6.54E-09,1.16E-17,-2.32E-19
6.56E-09,5.61E-18,-1.12E-19
6.58E-09,2.71E-18,-5.42E-20
6.60E-09,1.31E-18,-2.62E-20
6.62E-09,6.32E-19,-1.26E-20
6.64E-09,3.05E-19,-6.11E-21
6.66E-09,1.47E-19,-2.95E-21
6.68E-09,7.12E-20,-1.43E-21
6.70E-09,3.44E-20,-6.88E-22
6.72E-09,1.67E-20,-3.33E-22
6.74E-09,8.06E-21,-1.61E-22
6.76E-09,3.92E-21,-7.84E-23
6.78E-09,1.92E-21,-3.83E-23
6.80E-09,9.50E-22,-1.90E-23
6.82E-09,4.83E-22,-9.66E-24
6.84E-09,2.58E-22,-5.15E-24
6.86E-09,1.48E-22,-2.97E-24
6.88E-09,9.57E-23,-1.91E-24
6.90E-09,7.01E-23,-1.40E-24
6.92E-09,5.77E-23,-1.15E-24
6.94E-09,5.16E-23,-1.03E-24
6.96E-09,4.86E-23,-9.72E-25
6.98E-09,4.70E-23,-9.41E-25
7.00E-09,4.62E-23,-9.24E-25
7.02E-09,4.57E-23,-9.15E-25
7.04E-09,4.54E-23,-9.08E-25
7.06E-09,4.52E-23,-9.04E-25
7.08E-09,4.50E-23,-9.00E-25
7.10E-09,4.48E-23,-8.96E-25
7.12E-09,4.47E-23,-8.93E-25
7.14E-09,4.45E-23,-8.90E-25
7.16E-09,4.43E-23,-8.87E-25
7.18E-09,4.42E-23,-8.84E-25
7.20E-09,4.41E-23,-8.81E-25
7.22E-09,4.39E-23,-8.78E-25
7.24E-09,4.38E-23,-8.75E-25
7.26E-09,4.36E-23,-8.72E-25
7.28E-09,4.35E-23,-8.69E-25
7.30E-09,4.33E-23,-8.67E-25
7.32E-09,4.32E-23,-8.64E-25
7.34E-09,4.31E-23,-8.61E-25
7.36E-09,4.29E-23,-8.58E-25
7.38E-09,4.28E-23,-8.56E-25
7.40E-09,4.26E-23,-8.53E-25
7.42E-09,4.25E-23,-8.50E-25
7.44E-09,4.24E-23,-8.47E-25
7.46E-09,4.22E-23,-8.45E-25
7.48E-09,4.21E-23,-8.42E-25
7.50E-09,4.20E-23,-8.40E-25
7.52E-09,4.19E-23,-8.37E-25
7.54E-09,4.17E-23,-8.35E-25
7.56E-09,4.16E-23,-8.32E-25
7.58E-09,4.15E-23,-8.30E-25
7.60E-09,4.14E-23,-8.27E-25
7.62E-09,4.12E-23,-8.25E-25
7.64E-09,4.11E-23,-8.22E-25
7.66E-09,4.10E-23,-8.20E-25
7.68E-09,4.09E-23,-8.17E-25
7.70E-09,4.08E-23,-8.15E-25
7.72E-09,4.06E-23,-8.13E-25
7.74E-09,4.05E-23,-8.10E-25
7.76E-09,4.04E-23,-8.08E-25
7.78E-09,4.03E-23,-8.06E-25
7.80E-09,4.02E-23,-8.03E-25
7.82E-09,4.01E-23,-8.01E-25
7.84E-09,4.00E-23,-7.99E-25
7.86E-09,3.98E-23,-7.97E-25
7.88E-09,3.97E-23,-7.95E-25
7.90E-09,3.96E-23,-7.92E-25
7.92E-09,3.95E-23,-7.90E-25
7.94E-09,3.94E-23,-7.88E-25
7.96E-09,3.93E-23,-7.86E-25
7.98E-09,3.92E-23,-7.84E-25
8.00E-09,3.91E-23,-7.82E-25
8.02E-09,3.90E-23,-7.80E-25
8.04E-09,3.89E-23,-7.78E-25
8.06E-09,3.88E-23,-7.76E-25
8.08E-09,3.87E-23,-7.74E-25
8.10E-09,3.86E-23,-7.72E-25
8.12E-09,3.85E-23,-7.70E-25
8.14E-09,3.84E-23,-7.68E-25
8.16E-09,3.83E-23,-7.66E-25
8.18E-09,3.82E-23,-7.64E-25
8.20E-09,3.81E-23,-7.62E-25
8.22E-09,3.80E-23,-7.60E-25
8.24E-09,3.79E-23,-7.58E-25
8.26E-09,3.78E-23,-7.56E-25
8.28E-09,3.77E-23,-7.54E-25
8.30E-09,3.76E-23,-7.52E-25
8.32E-09,3.75E-23,-7.51E-25
8.34E-09,3.74E-23,-7.49E-25
8.36E-09,3.73E-23,-7.47E-25
8.38E-09,3.73E-23,-7.45E-25
8.40E-09,3.72E-23,-7.43E-25
8.42E-09,3.71E-23,-7.42E-25
8.44E-09,3.70E-23,-7.40E-25
8.46E-09,3.69E-23,-7.38E-25
8.48E-09,3.68E-23,-7.36E-25
8.50E-09,3.67E-23,-7.35E-25
8.52E-09,3.67E-23,-7.33E-25
8.54E-09,3.66E-23,-7.31E-25
8.56E-09,3.65E-23,-7.30E-25
8.58E-09,3.64E-23,-7.28E-25
8.60E-09,3.63E-23,-7.26E-25
8.62E-09,3.62E-23,-7.25E-25
8.64E-09,3.62E-23,-7.23E-25
8.66E-09,3.61E-23,-7.21E-25
8.68E-09,3.60E-23,-7.20E-25
8.70E-09,3.59E-23,-7.18E-25
8.72E-09,3.58E-23,-7.17E-25
8.74E-09,3.58E-23,-7.15E-25
8.76E-09,3.57E-23,-7.14E-25
8.78E-09,3.56E-23,-7.12E-25
8.80E-09,3.55E-23,-7.10E-25
8.82E-09,3.55E-23,-7.09E-25
8.84E-09,3.54E-23,-7.07E-25
8.86E-09,3.53E-23,-7.06E-25
8.88E-09,3.52E-23,-7.04E-25
8.90E-09,3.52E-23,-7.03E-25
8.92E-09,3.51E-23,-7.02E-25
8.94E-09,3.50E-23,-7.00E-25
8.96E-09,3.49E-23,-6.99E-25
8.98E-09,3.49E-23,-6.97E-25
9.00E-09,3.48E-23,-6.96E-25
9.02E-09,3.47E-23,-6.94E-25
9.04E-09,3.47E-23,-6.93E-25
9.06E-09,3.46E-23,-6.92E-25
9.08E-09,3.45E-23,-6.90E-25
9.10E-09,3.44E-23,-6.89E-25
9.12E-09,3.44E-23,-6.87E-25
9.14E-09,3.43E-23,-6.86E-25
9.16E-09,3.42E-23,-6.85E-25
9.18E-09,3.42E-23,-6.83E-25
9.20E-09,3.41E-23,-6.82E-25
9.22E-09,3.40E-23,-6.81E-25
9.24E-09,3.40E-23,-6.79E-25
9.26E-09,3.39E-23,-6.78E-25
9.28E-09,3.38E-23,-6.77E-25
9.30E-09,3.38E-23,-6.76E-25
9.32E-09,3.37E-23,-6.74E-25
9.34E-09,3.37E-23,-6.73E-25
9.36E-09,3.36E-23,-6.72E-25
9.38E-09,3.35E-23,-6.71E-25
9.40E-09,3.35E-23,-6.69E-25
9.42E-09,3.34E-23,-6.68E-25
9.44E-09,3.33E-23,-6.67E-25
9.46E-09,3.33E-23,-6.66E-25
9.48E-09,3.32E-23,-6.64E-25
9.50E-09,3.32E-23,-6.63E-25
9.52E-09,3.31E-23,-6.62E-25
9.54E-09,3.30E-23,-6.61E-25
9.56E-09,3.30E-23,-6.60E-25
9.58E-09,3.29E-23,-6.59E-25
9.60E-09,3.29E-23,-6.57E-25
9.62E-09,3.28E-23,-6.56E-25
9.64E-09,3.28E-23,-6.55E-25
9.66E-09,3.27E-23,-6.54E-25
9.68E-09,3.26E-23,-6.53E-25
9.70E-09,3.26E-23,-6.52E-25
9.72E-09,3.25E-23,-6.51E-25
9.74E-09,3.25E-23,-6.50E-25
9.76E-09,3.24E-23,-6.48E-25
9.78E-09,3.24E-23,-6.47E-25
9.80E-09,3.23E-23,-6.46E-25
9.82E-09,3.23E-23,-6.45E-25
9.84E-09,3.22E-23,-6.44E-25
9.86E-09,3.22E-23,-6.43E-25
9.88E-09,3.21E-23,-6.42E-25
9.90E-09,3.21E-23,-6.41E-25
9.92E-09,3.20E-23,-6.40E-25
9.94E-09,3.20E-23,-6.39E-25
9.96E-09,3.19E-23,-6.38E-25
9.98E-09,3.18E-23,-6.37E-25
1.00E-08,3.18E-23,-6.36E-25
